Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Office,District,Primary Outcome,Runoff Outcome,clean_name,Party,name,office,party,state,district,candidate_status,incumbent_challenge,first_file_date,receipts,disbursements,cash_on_hand_end_period,debts_owed_by_committee,Congress Type
,,,,,,,,,,,,Alycia Barnard,,"BARNARD, ALYCIA",H,REP,FL,9.0,N,C,2021-07-14,0.0,0.0,0.0,0.0,House
Alycia R. Gruenhagen,Female,White,,,No,No,Minnesota,Representative,7,Lost,,Alycia Gruenhagen,DEM,"GRUENHAGEN, ALYCIA R",H,DEM,MN,7.0,N,C,,0.0,0.0,0.0,0.0,House
Alysia Rieg,Female,Asian (Vietnamese),White,,No,Yes,Texas,Representative,12,Lost,,Alysia Rieg,REP,"RIEG, ALYSIA",H,REP,TX,12.0,N,C,2021-12-22,0.0,0.0,0.0,0.0,House
Alyssa Dara McDowell,Female,White,,,No,Yes,Kentucky,Representative,4,Lost,,Alyssa Mcdowell,REP,"MCDOWELL, ALYSSA DARA",H,REP,KY,4.0,N,C,2022-01-06,0.0,0.0,0.0,0.0,House
Alyssia Rose-Katherine Hammond,Female,Black,,,No,No,North Carolina,Senator,,Lost,,Alyssia Hammond,DEM,,,,,,,,,,,,,
Amal Torres,Female,Black (Somali),,,No,No,Maryland,Representative,3,Lost,,Amal Torres,REP,"TORRES, AMAL",H,REP,MD,3.0,C,C,2022-02-16,38388.46,36575.5,1812.96,0.0,House
Amanda L. Adkins,Female,White,,,No,No,Kansas,Representative,3,Won,,Amanda Adkins,REP,"ADKINS, AMANDA",H,REP,KS,3.0,C,C,2019-08-30,3859633.31,3870336.58,32006.35,0.0,House
,,,,,,,,,,,,Amanda Chase,,"CHASE, AMANDA FREEMAN",H,REP,VA,7.0,C,C,2021-11-11,11777.0,11777.0,0.0,0.0,House
Amanda Makki,Female,Middle Eastern (Iranian),,,No,No,Florida,Representative,13,Lost,,Amanda Makki,REP,"MAKKI, AMANDA",H,REP,FL,13.0,C,O,2019-06-04,984856.96,835417.88,149620.53,46043.52,House
Amanda R. Waldman,Female,White,,,No,No,Pennsylvania,Representative,9,Won,,Amanda Waldman,DEM,"WALDMAN, AMANDA",H,DEM,PA,9.0,C,C,2022-03-01,30546.88,30311.97,364.91,0.0,House
Amane Badhasso,Female,Black (Ethiopian),,,No,Yes,Minnesota,Representative,4,Lost,,Amane Badhasso,DEM,"BADHASSO, AMANE",H,DFL,MN,4.0,C,C,2021-10-01,866284.46,866284.45,0.0,0.0,House
Amber R. Richardson,Female,White,,,No,No,Oregon,Governor,,Lost,,Amber Richardson,REP,,,,,,,,,,,,,
Amber Whitley,Female,White,,,No,No,Nevada,Governor,,Lost,,Amber Whitley,REP,,,,,,,,,,,,,
Ameena Matthews,Female,Black,,,No,No,Illinois,Representative,1,Lost,,Ameena Matthews,DEM,"MATTHEWS, AMEENA",H,DEM,IL,1.0,C,O,2020-01-16,33894.41,33852.71,41.7,1250.0,House
,,,,,,,,,,,,Amelia Paz,,"PAZ, AMELIA",H,DEM,WA,9.0,N,C,2021-03-22,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Amerish Bera,,"BERA, AMERISH",H,DEM,CA,6.0,C,I,2009-04-13,1545895.36,1839780.62,1735132.93,172800.0,House
Ami Bera,Male,Asian (Indian),,,Yes,No,California,Representative,6,Won,,Ami Bera,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Amit Lal,,"LAL, AMIT",H,REP,NY,5.0,N,C,2019-08-19,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Amy Chai,,"CHAI, AMY FOGELSTROM DR",H,LIB,CT,3.0,C,C,2021-07-25,31320.14,33875.08,-1100.0,2000.0,House
Amy L. Ryan Courser,Female,White,,,No,No,Oregon,Representative,6,Lost,,Amy Courser,REP,"COURSER, AMY RYAN",H,REP,OR,6.0,C,O,2019-08-29,106751.04,117137.88,84.05,43542.94,House
,,,,,,,,,,,,Amy Elton,,"ELTON, AMY RIPPEL",H,DEM,OH,12.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Amy Phan West,,"PHAN WEST, AMY",H,REP,CA,47.0,C,C,2021-06-14,202253.49,193710.63,8542.86,0.0,House
Amy Rippel-Elton,Female,White,,,No,No,Ohio,Representative,12,Won,,Amy Rippel-Elton,DEM,"RIPPEL-ELTON, AMY MRS.",H,DEM,OH,12.0,N,C,2022-04-19,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Amy Tamayo,,"TAMAYO, AMY AMERICA",H,DEM,ID,2.0,N,C,2016-03-10,0.0,0.0,0.0,0.0,House
Amy Vilela,Female,White,,,No,Yes,Nevada,Representative,1,Lost,,Amy Vilela,DEM,"VILELA, AMY",H,DEM,NV,1.0,C,C,2021-04-27,590481.58,590025.55,456.03,64180.0,House
,,,,,,,,,,,,Amy Washburn,,"WASHBURN, AMY IRENE MS.",H,DEM,WI,6.0,C,C,2019-11-22,5838.24,7914.96,6674.28,0.0,House
Amy Phan West,Female,Asian (Vietnamese),,,No,No,California,Representative,47,Lost,,Amy West,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Ana Rivera,,"RIVERA, ANA ISABEL",H,REP,NJ,8.0,N,O,2019-07-28,0.0,0.0,0.0,0.0,House
Andalib Odulate,Male,Black,,,No,Yes,Maryland,Representative,8,Lost,,Andalib Odulate,DEM,"ODULATE, ANDALIB MIMOKUNMI THOMAS",H,DEM,MD,8.0,N,C,2021-12-11,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Anderson Ferguson,,"FERGUSON, ANDERSON DREW IV",H,REP,GA,3.0,C,I,2016-02-01,3427041.42,3346819.27,418309.36,0.0,House
,,,,,,,,,,,,Andre Carson,,"CARSON, ANDRE",H,DEM,IN,7.0,C,I,2008-01-02,857306.0,1134374.85,711101.02,0.0,House
,,,,,,,,,,,,Andrea Eberhard,,"EBERHARD, ANDREA ROSEBOROUGH",H,DEM,NJ,8.0,N,O,2022-04-26,0.0,0.0,0.0,0.0,House
Andrea Heeg,Female,White,,,No,No,Illinois,Representative,11,Lost,,Andrea Heeg,REP,"HEEG, ANDREA",H,REP,IL,11.0,N,C,2022-01-26,0.0,0.0,0.0,0.0,House
Andrea Doria Kale,Female,White,,,No,No,Florida,Representative,17,Won,,Andrea Kale,DEM,"KALE, ANDREA DORIA",H,DEM,FL,17.0,C,C,2022-03-03,27724.28,28102.92,-378.64,11850.0,House
,,,,,,,,,,,,Andrea Kirby,,"KIRBY, ANDREA",H,OTH,MI,10.0,N,C,,0.0,0.0,0.0,0.0,House
Andrea Salinas,Female,White,,,No,No,Oregon,Representative,6,Won,,Andrea Salinas,DEM,"SALINAS, ANDREA",H,DEM,OR,6.0,C,O,2021-11-09,3405187.33,3398902.83,6284.5,0.0,House
,,,,,,,,,,,,Andreas Borgeas,,"BORGEAS, ANDREAS A",H,REP,CA,22.0,C,C,2021-12-07,43605.0,43605.0,0.0,0.0,House
Andrew Alvarez,Male,White,,,No,Yes,Texas,Representative,27,Lost,,Andrew Alvarez,REP,"ALVAREZ, ANDREW RUBEN",H,REP,TX,27.0,N,C,2020-05-01,3522.92,0.0,7045.84,0.0,House
,,,,,,,,,,,,Andrew Alvey,,"ALVEY, ANDREW",H,REP,GA,10.0,N,O,2021-05-28,2173.36,2173.74,-546.48,0.0,House
"Andrew G. ""Andy"" Baan",Male,White,,,No,No,Virginia,Representative,2,Lost,,Andrew Baan,REP,,,,,,,,,,,,,
Andrew Badger,Male,White,,,No,Yes,Utah,Representative,1,Lost,,Andrew Badger,REP,"BADGER, ANDREW",H,REP,UT,1.0,C,C,2021-11-30,142260.37,142260.37,0.0,0.0,House
,,,,,,,,,,,,Andrew Clanton,,"CLANTON, ANDREW SCOTT MR",H,DEM,TX,32.0,N,C,2022-02-21,0.0,0.0,0.0,0.0,House
Andrew Clyde,Male,White,,,Yes,No,Georgia,Representative,9,Won,,Andrew Clyde,REP,"CLYDE, ANDREW",H,REP,GA,9.0,C,I,2020-02-26,819947.75,803250.88,24805.35,1262363.64,House
Andrew Daly,Male,White,,,No,No,Missouri,Representative,3,Lost,,Andrew Daly,DEM,"DALY, ANDREW",H,DEM,MO,3.0,N,C,2022-04-25,970.0,0.0,970.0,0.0,House
Andrew David Engdahl,Male,White,,,No,Yes,California,Representative,4,Lost,,Andrew Engdahl,DEM,"ENGDAHL, ANDREW DAVID",H,DEM,CA,4.0,C,C,2022-03-28,13264.2,10264.97,3107.01,0.0,House
,,,,,,,,,,,,Andrew Gale,,"GALE, ANDREW",H,LIB,MI,1.0,N,C,,0.0,0.0,0.0,0.0,House
Andrew R. Garbarino,Male,White,,,Yes,No,New York,Representative,2,Won,,Andrew Garbarino,REP,"GARBARINO, ANDREW",H,REP,NY,2.0,C,I,2019-12-06,3551116.76,3385888.91,297081.8,0.0,House
Andrew Giuliani,Male,White,,,No,No,New York,Governor,,Lost,,Andrew Giuliani,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Andrew Halcro,,"HALCRO, ANDREW J MR",H,REP,AK,0.0,N,O,2022-04-28,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Hamilton,,"HAMILTON, ANDREW PHILIP",H,REP,VA,4.0,N,C,2022-04-01,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Harris,,"HARRIS, ANDREW P",H,REP,MD,1.0,C,I,2007-06-19,1921505.35,2151528.36,813156.06,0.0,House
Andrew Heaton,Male,White,,,No,Yes,Colorado,Representative,5,Lost,,Andrew Heaton,REP,"HEATON, ANDREW DAVID",H,REP,CO,5.0,C,C,2022-03-17,15185.0,13921.09,0.0,12345.18,House
,,,,,,,,,,,,Andrew Horning,,"HORNING, ANDREW M.",H,LIB,IN,8.0,N,C,2002-11-22,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Horning,,"HORNING, ANDREW",H,LIB,IN,8.0,N,C,,0.0,0.0,0.0,0.0,House
Andrew Huffman,Male,White,,,No,No,North Carolina,Representative,12,Lost,,Andrew Huffman,REP,"HUFFMAN, ANDREW",H,REP,NC,12.0,N,C,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Hunt,,"HUNT, ANDREW",H,DEM,MI,64.0,N,C,2019-02-09,0.0,0.0,0.0,0.0,House
Andrew Jones,Male,Black,,,No,No,Missouri,Representative,1,Won,,Andrew Jones,REP,"JONES, ANDREW M JR",H,REP,MO,1.0,C,C,2021-08-06,49116.03,48509.79,606.24,0.0,House
Andrew Kalloch,Male,White,,,No,No,Oregon,Representative,4,Lost,,Andrew Kalloch,DEM,"KALLOCH, ANDREW",H,DEM,OR,4.0,C,O,2021-12-14,288629.05,288629.05,0.0,0.0,House
,,,,,,,,,,,,Andrew Legnani,,"LEGNANI, ANDREW JOSEPH",H,DEM,CT,1.0,N,C,2020-12-14,3290.0,4194.48,0.0,0.0,House
,,,,,,,,,,,,Andrew Louderback,,"LOUDERBACK, ANDREW JOHN",H,REP,TX,27.0,C,C,2021-12-14,110645.31,108577.14,1918.17,0.0,House
,,,,,,,,,,,,Andrew Mccarthy,,"MCCARTHY, ANDREW KYLE",H,REP,NY,24.0,C,C,2022-01-06,59638.62,59638.62,0.0,0.0,House
,,,,,,,,,,,,Andrew Pacetti,,"PACETTI, ANDREW MR",H,UN,GA,3.0,N,C,2022-02-05,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Phelps,,"PHELPS, ANDREW H.",H,N,AK,0.0,N,O,,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Robinson,,"ROBINSON, ANDREW PRESTON MR.",H,DEM,FL,3.0,N,C,2022-01-10,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Shecktor,,"SHECKTOR, ANDREW",H,REP,PA,9.0,N,C,2021-11-19,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew T. Heldut,,"T. HELDUT, ANDREW",H,DEM,IL,9.0,N,C,2022-03-13,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Upchurch,,"UPCHURCH, ANDREW",H,DEM,CA,36.0,N,C,2021-11-20,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Wang,,"WANG, ANDREW",H,DEM,IL,10.0,N,C,2019-08-15,0.0,0.0,0.0,0.0,House
Andrew G. Watters,Male,White,,,No,No,California,Representative,15,Lost,,Andrew Watters,DEM,"WATTERS, ANDREW G.",H,DEM,CA,14.0,C,O,2021-11-16,10000.0,0.0,10000.0,10000.0,House
,,,,,,,,,,,,Andrew White,,"WHITE, ANDREW FORREST",H,IND,CO,6.0,N,C,2021-08-27,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andrew Wolfe,,"WOLFE, ANDREW D",H,REP,NY,11.0,N,C,2021-03-30,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Andria Chieffo,,"CHIEFFO, ANDRIA",H,LIB,AL,6.0,N,C,,0.0,0.0,0.0,0.0,House
André D. Carson,Male,Black,,,Yes,No,Indiana,Representative,7,Won,,André Carson,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Andy Baan,,"BAAN, ANDY",H,REP,VA,2.0,C,C,2019-09-11,30854.0,49422.26,0.0,15000.0,House
Andy Barr,Male,White,,,Yes,No,Kentucky,Representative,6,Won,,Andy Barr,REP,,,,,,,,,,,,,
Andy Biggs,Male,White,,,Yes,No,Arizona,Representative,5,Won,,Andy Biggs,REP,"BIGGS, ANDY MR.",H,REP,AZ,5.0,C,I,2016-02-29,2116014.71,2531589.72,235471.85,0.0,House
Andy Blalock,Male,Unknown,,,No,No,Alabama,Representative,5,Lost,,Andy Blalock,REP,,,,,,,,,,,,,
Andy Harris,Male,White,,,Yes,No,Maryland,Representative,1,Won,,Andy Harris,REP,,,,,,,,,,,,,
Andy Kim,Male,Asian (Korean),,,Yes,No,New Jersey,Representative,3,Won,,Andy Kim,DEM,"KIM, ANDY",H,DEM,NJ,3.0,C,I,2017-06-19,7147162.97,7536464.94,162532.59,0.0,House
Andy Levin,Male,White,,,Yes,Yes,Michigan,Representative,11,Lost,,Andy Levin,DEM,"LEVIN, ANDY",H,DEM,MI,11.0,C,I,2017-12-06,2933980.35,3349310.13,13147.97,0.0,House
Andy Martin,Male,White,,,No,No,New Hampshire,Senator,,Lost,,Andy Martin,REP,,,,,,,,,,,,,
Andy Miranda,Male,Latino (Cuban),,,No,No,California,Representative,29,Lost,,Andy Miranda,REP,"MIRANDA, ANDY",H,REP,CA,29.0,N,C,,0.0,0.0,0.0,0.0,House
Andy Ogles,Male,White,,,No,No,Tennessee,Representative,5,Won,,Andy Ogles,REP,"OGLES, ANDY",H,REP,TN,5.0,C,O,2022-04-06,1013475.52,888751.19,124724.33,20000.0,House
,,,,,,,,,,,,Andy Parker,,"PARKER, ANDY",H,DEM,VA,5.0,C,C,2022-01-27,0.0,0.0,0.0,0.0,House
Andy Yates,Male,White,,,No,No,Arizona,Representative,2,Lost,,Andy Yates,REP,"YATES, ANDY",H,REP,AZ,1.0,C,C,2021-11-24,114706.0,114706.0,0.0,0.0,House
Ane Roseborough-Eberhard,Female,Black,,,No,No,New Jersey,Representative,8,Lost,,Ane Roseborough-Eberhard,DEM,,,,,,,,,,,,,
Angeigh J. Roc'Ellerpitts,Female,Unknown,,,No,No,Texas,Representative,30,Lost,,Angeigh Roc'Ellerpitts,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Angeigh Rocellerpitts,,"ROCELLERPITTS, ANGEIGH",H,REP,TX,30.0,N,O,2021-04-19,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Angel Lara,,"LARA, ANGEL",H,DEM,CA,21.0,C,C,2021-07-14,59226.24,59226.24,0.0,0.0,House
,,,,,,,,,,,,Angel Martinez,,"MARTINEZ, ANGEL DAVID",H,DEM,TX,37.0,N,O,2020-02-06,0.0,0.0,0.0,0.0,House
Angel Montalvo,Male,Latino,,,No,No,Florida,Representative,27,Lost,,Angel Montalvo,DEM,"MONTALVO, ANGEL",H,DEM,FL,27.0,C,C,2021-07-06,27346.22,27421.12,0.0,0.0,House
,,,,,,,,,,,,Angel Rios,,"RIOS, ANGEL ANTHONY MR.",H,DEM,CA,42.0,N,C,2020-07-07,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Angel Urbina,,"URBINA, ANGEL SALVADOR",H,REP,FL,14.0,C,C,2021-06-11,5200.0,5075.0,0.0,0.0,House
,,,,,,,,,,,,Angel Vega,,"VEGA, ANGEL LUIS",H,DEM,TX,22.0,N,C,2021-10-18,0.0,0.0,0.0,0.0,House
Angela M. Angel,Female,Black,,,No,No,Maryland,Representative,4,Lost,,Angela Angel,DEM,"ANGEL, ANGELA",H,DEM,MD,4.0,C,O,2021-11-09,173612.5,15972.79,65966.97,25000.0,House
,,,,,,,,,,,,Angela Craig,,"CRAIG, ANGELA DAWN",H,DEM,MN,2.0,C,I,2015-04-08,7801458.27,8802531.65,30926.49,25000.0,House
,,,,,,,,,,,,Angela Davis,,"DAVIS, ANGELA GRACE",H,IND,GA,11.0,N,C,2021-06-03,738.17,738.17,0.0,0.0,House
Angela J. Dwyer,Female,Black,,,No,No,West Virginia,Representative,2,Lost,,Angela Dwyer,DEM,"DWYER, ANGELA JOYCE",H,DEM,WV,2.0,N,C,2022-01-09,0.0,0.0,0.0,0.0,House
Angela Geter,Female,Black,,,No,No,South Carolina,Senator,,Lost,,Angela Geter,DEM,,,,,,,,,,,,,
Angela Grabovsky,Female,White,,,No,No,Indiana,Representative,7,Won,,Angela Grabovsky,REP,"GRABOVSKY, ANGELA",H,REP,IN,7.0,C,C,2022-01-31,498397.85,498270.15,127.7,0.0,House
,,,,,,,,,,,,Angela Hughes,,"HUGHES, ANGELA M",H,DEM,TN,92.0,N,C,2022-03-30,0.0,0.0,0.0,0.0,House
Angela Juarez,Female,Unknown,,,No,No,Texas,Representative,15,Lost,,Angela Juarez,REP,"JUAREZ, ANGELA",H,REP,TX,15.0,N,C,2021-12-30,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Angela Mcintosh,,"MCINTOSH, ANGELA E MS",H,DEM,MI,13.0,N,C,2022-03-15,0.0,100.0,0.0,0.0,House
,,,,,,,,,,,,Angela Normoyle,,"NORMOYLE, ANGELA H.",H,DEM,IL,17.0,C,O,2021-10-20,215402.82,214206.61,1196.21,60000.0,House
,,,,,,,,,,,,Angela Pence,,"PENCE, ANGELA",H,LIB,GA,14.0,C,C,2021-07-19,6859.79,4410.58,2125.59,0.0,House
Angela Plowhead,Female,Black,White,,No,No,Oregon,Representative,6,Lost,,Angela Plowhead,REP,"PLOWHEAD, ANGELA",H,REP,OR,6.0,C,O,2021-08-04,57041.26,57034.04,17.22,5179.26,House
Angela Rogensues,Female,White,,,No,No,Michigan,Representative,10,Lost,,Angela Rogensues,DEM,"ROGENSUES, ANGELA",H,DEM,MI,10.0,C,C,2022-01-19,346917.27,346917.27,0.0,0.0,House
,,,,,,,,,,,,Angela Walls-Windhauser,,"WALLS-WINDHAUSER, ANGELA",H,REP,FL,10.0,N,O,2019-09-10,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Angela Windhauser,,"WINDHAUSER, ANGELA MARIE",H,REP,DC,0.0,N,C,2021-07-04,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Angelica Duenas,,"DUENAS, ANGELICA MARIA",H,DEM,CA,29.0,C,C,2017-06-27,152823.26,146976.62,7302.87,0.0,House
,,,,,,,,,,,,Angelina Sigala,,"SIGALA, ANGELINA",H,DEM,CA,13.0,N,C,2021-12-24,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Angelina Sigala,,"SIGALA, ANGELINA R",H,DEM,CA,10.0,N,C,2021-02-08,0.0,0.0,0.0,0.0,House
Angie Craig,Female,White,,,Yes,No,Minnesota,Representative,2,Won,,Angie Craig,DEM,,,,,,,,,,,,,
Angie Normoyle,Female,White,,,No,No,Illinois,Representative,17,Lost,,Angie Normoyle,DEM,,,,,,,,,,,,,
Angélica María Dueñas,Female,Latino (Mexican),,,No,Yes,California,Representative,29,Made runoff,,Angélica Dueñas,DEM,,,,,,,,,,,,,
Anika Omphroy,Female,Black,,,No,Yes,Florida,Representative,20,Lost,,Anika Omphroy,DEM,"OMPHROY, ANIKA",H,DEM,FL,20.0,N,C,2022-06-03,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Anita Belle,,"BELLE, ANITA EILEEN",H,GRN,MI,13.0,N,C,2022-05-26,0.0,0.0,0.0,0.0,House
"Ann ""Annie"" Black",Female,White,,,No,No,Nevada,Representative,4,Lost,,Ann Black,REP,,,,,,,,,,,,,
Ann Marie Danimus,Female,White,,,No,No,Washington,Representative,5,Lost,,Ann Danimus,DEM,"DANIMUS, ANN MARIE",H,DEM,WA,5.0,C,C,2021-10-10,191226.38,190736.38,490.0,15055.0,House
Ann McLane Kuster,Female,White,,,Yes,No,New Hampshire,Representative,2,Won,,Ann Kuster,DEM,"KUSTER, ANN MCLANE",H,DEM,NH,2.0,C,I,2009-06-04,4449497.54,5376445.11,146137.74,0.0,House
Ann Roe,Female,White,,,No,No,Wisconsin,Representative,1,Won,,Ann Roe,DEM,"ROE, ANN",H,DEM,WI,1.0,C,C,2021-07-14,837192.65,814276.45,23920.53,0.0,House
Ann Wagner,Female,White,,,Yes,No,Missouri,Representative,2,Won,,Ann Wagner,REP,"WAGNER, ANN L.",H,REP,MO,2.0,C,I,2011-04-27,4884445.83,3540409.26,1457479.49,0.0,House
Anna G. Eshoo,Female,Middle Eastern (Armenian),,,Yes,No,California,Representative,16,Made runoff,,Anna Eshoo,DEM,"ESHOO, ANNA G.",H,DEM,CA,16.0,C,I,1987-12-28,2037404.98,2069255.34,520948.43,0.0,House
Anna Paulina Luna,Female,Latino (Mexican),,,No,No,Florida,Representative,13,Won,,Anna Luna,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Anna Nevenic,,"NEVENIC, ANNA",H,NNE,CA,41.0,N,C,1992-03-03,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Anna Paulina Luna,,"PAULINA LUNA, ANNA",H,REP,FL,13.0,C,O,2019-09-04,3387013.53,3382885.75,44836.24,0.0,House
,,,,,,,,,,,,Anne Elizabeth,,"ELIZABETH, ANNE",H,REP,CA,49.0,C,C,2021-09-13,9900.5,9875.5,0.0,0.0,House
,,,,,,,,,,,,Anne Mccabe,,"MCCABE, ANNE M",H,N,AK,0.0,N,O,,0.0,0.0,0.0,0.0,House
Annette Taddeo,Female,Latino (Colombian),,,No,No,Florida,Representative,27,Won,,Annette Taddeo,DEM,"TADDEO, ANNETTE",H,DEM,FL,27.0,C,C,2008-02-07,1928038.74,1937254.1,13830.31,393530.0,House
,,,,,,,,,,,,Annette Watson,,"WATSON, ANNETTE",H,REP,MN,7.0,N,C,2022-02-18,0.0,0.0,0.0,0.0,House
Annie Andrews,Female,White,,,No,No,South Carolina,Representative,1,Won,,Annie Andrews,DEM,"ANDREWS, ANNIE DR.",H,DEM,SC,1.0,C,C,2021-11-08,2038067.55,1982884.26,55183.29,0.0,House
,,,,,,,,,,,,Annie Black,,"BLACK, ANNIE",H,REP,NV,4.0,C,C,2022-01-04,367200.6,365939.46,1261.14,0.0,House
Anthony Leon Alexander,Male,Black,,,No,No,Ohio,Representative,7,Lost,,Anthony Alexander,REP,"ALEXANDER, ANTHONY LEON",H,REP,OH,7.0,N,O,,0.0,0.0,0.0,0.0,House
"Anthony ""Tony"" Bland",Male,Black,,,No,No,Arkansas,Governor,,Lost,,Anthony Bland,DEM,,,,,,,,,,,,,
Anthony Bouchard,Male,White,,,No,Yes,Wyoming,Representative,At-Large,Lost,,Anthony Bouchard,REP,"BOUCHARD, ANTHONY",H,REP,WY,0.0,C,C,2021-01-20,660553.66,660553.66,0.0,0.0,House
,,,,,,,,,,,,Anthony Brindisi,,"BRINDISI, ANTHONY",H,DEM,NY,22.0,N,C,2017-06-28,100565.62,353189.12,0.0,0.0,House
,,,,,,,,,,,,Anthony Carbonaro,,"CARBONARO, ANTHONY M",H,DEM,MI,12.0,N,C,2019-07-03,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Anthony Carbonaro,,"CARBONARO, ANTHONY MICHAEL",H,W,MI,13.0,N,C,2022-06-06,0.0,0.0,0.0,0.0,House
,,,,,,,,,,,,Anthony Cowden,,"COWDEN, ANTHONY 'TONY'",H,REP,NC,3.0,C,O,2021-12-14,233355.11,231094.19,2260.92,0.0,House
Anthony P. D'Esposito,Male,White,,,No,No,New York,Representative,4,Won,,Anthony D'Esposito,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Anthony Desposito,,"DESPOSITO, ANTHONY P",H,REP,NY,4.0,C,C,2022-03-16,1325986.26,1303519.59,22466.67,138982.01,House
,,,,,,,,,,,,Anthony Dilizia,,"DILIZIA, ANTHONY ADELINO MR.",H,DEM,CT,2.0,N,C,2021-07-23,4517.0,4517.0,0.0,0.0,House
,,,,,,,,,,,,Anthony Eldon,,"ELDON, ANTHONY W",H,DEM,FL,14.0,N,C,2020-12-23,0.0,0.0,0.0,0.0,House
"Anthony ""Tony"" Fanara",Male,White,,,No,Yes,California,Governor,,Lost,,Anthony Fanara,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Anthony Feig,,"FEIG, ANTHONY DEAN DR.",H,DEM,MI,4.0,C,C,2019-07-25,33797.0,46172.12,0.0,0.0,House
,,,,,,,,,,,,Anthony Felix,,"FELIX, ANTHONY DR. JR.",H,DEM,CA,40.0,C,C,2019-07-08,21389.0,21371.69,17.31,9507.55,House
Anthony M. Figliola,Male,White,,,No,No,New York,Representative,1,Lost,,Anthony Figliola,REP,"FIGLIOLA, ANTHONY M",H,REP,NY,1.0,C,O,2021-11-25,68630.0,68618.53,11.47,4352.81,House
"Anthony ""Tony"" Hill",Male,Black,,,No,No,Florida,Representative,4,Lost,,Anthony Hill,DEM,"HILL, ANTHONY TONY",H,DEM,FL,4.0,C,C,2022-05-04,60104.39,36914.98,20242.62,0.0,House
,,,,,,,,,,,,Anthony Osborne,,"OSBORNE, ANTHONY MR",H,DEM,MO,4.0,N,O,2021-10-22,0.0,0.0,0.0,0.0,House
Anthony Sabatini,Male,White,,,No,No,Florida,Representative,7,Lost,,Anthony Sabatini,REP,"SABATINI, ANTHONY",H,REP,FL,7.0,C,O,2021-03-08,1303128.18,1302592.18,536.0,0.0,House
,,,,,,,,,,,,Anthony Sanchez,,"SANCHEZ, ANTHONY PARISI",H,OTH,NJ,2.0,N,C,,0.0,0.0,0.0,0.0,House
Anthony Trimino,Male,Latino (Cuban),,,No,No,California,Governor,,Lost,,Anthony Trimino,REP,,,,,,,,,,,,,
Anthony J. Tristan,Male,Latino,,,No,No,Texas,Representative,27,Lost,,Anthony Tristan,DEM,"TRISTAN, ANTHONY JAMES",H,DEM,TX,27.0,N,C,2021-11-15,4957.99,4785.72,47.05,160.0,House
,,,,,,,,,,,,Anthony Vargas,,"VARGAS, ANTHONY 'TONY'",H,DEM,NE,2.0,C,C,2021-07-13,3409925.52,3356537.29,53388.23,0.0,House
Anthony W. Williams,Male,Black,,,No,No,Illinois,Senator,,Lost,,Anthony Williams,REP,,,,,,,,,,,,,
,,,,,,,,,,,,Antoinette Sedillo Lopez,,"SEDILLO LOPEZ, ANTOINETTE",H,DEM,NM,1.0,P,C,2017-04-10,53357.65,120038.62,0.0,0.0,House
Antonio Daza,Male,Latino (Venezuelan),,,No,No,Georgia,Representative,11,Won,,Antonio Daza,DEM,,,,,,,,,,,,,
,,,,,,,,,,,,Antonio Daza-Fernandez,,"DAZA-FERNANDEZ, ANTONIO MIGUEL",H,DEM,GA,11.0,C,C,2021-03-14,102176.81,102104.07,72.74,12000.0,House
